epoch,cons_loss,ce_loss,contrast_loss,total_loss
0,0.028016192237977113,6.168121901628013,4.499235790466594,8.445755989099286
1,0.027450097298301827,6.168145656585693,4.475889282805897,8.433540395286943
2,0.027203014111755606,6.159403640533162,4.462173637942733,8.417693473616284
3,0.027110342467290775,6.150866639948337,4.449623347442841,8.402788656137048
4,0.027186466163355058,6.142872095108032,4.43837265210731,8.389244887325042
5,0.02715640997287826,6.126565200146113,4.425524716065309,8.366483968151647
6,0.027315694464492463,6.104130502059081,4.410973041971153,8.33693271750915
7,0.027475313283503056,6.084363647710497,4.398154468179863,8.310916195083932
8,0.027483721263706684,6.080747559805896,4.391214026468936,8.303838294304072
9,0.0276254501333025,6.065042232798639,4.379129222620313,8.282232294242098
10,0.02763297474098818,6.046981417130087,4.366810998069906,8.258019890906027
11,0.027815570280164757,6.0293335045609515,4.355921350906942,8.235109750294587
12,0.028033089545494484,6.011298498260641,4.34326418760781,8.210963681610039
13,0.02811943834525681,6.002368470218694,4.33730183026501,8.199138823696456
14,0.028183817645865625,5.983272839929456,4.323924760952174,8.17341903805141
15,0.02834162378909989,5.964793555090361,4.314351556457091,8.150310957108006
16,0.028562304128622897,5.952095537542183,4.306436272425072,8.133875977883342
17,0.02868551372715803,5.934993333905656,4.2960704854715654,8.111714090368597
18,0.02873775099238781,5.923470140617584,4.288781874647764,8.096598828933853
19,0.028930632971993116,5.907698535473547,4.279595894234203,8.076427115562641
20,0.029114779267703818,5.88917110567895,4.269049948621019,8.052810859257164
21,0.029268648597263844,5.8783466659973715,4.261909399077157,8.038570014133214
22,0.0294200108934925,5.84942495934317,4.247637115906332,8.002663528189828
23,0.029473136483787375,5.852514643535436,4.2461105273148725,8.00504304367666
24,0.029499846850043147,5.833045910452014,4.23669157184173,7.9808915432229215
25,0.029738615423649827,5.820443732716213,4.228947550336891,7.964656123308309
26,0.02999847826208467,5.79890854336391,4.218739984191466,7.938277013721729
27,0.029943605850093834,5.7852927591199075,4.210704728821728,7.9205887293808654
28,0.030172601620727612,5.776278219490408,4.204657608103529,7.9087796251629
29,0.030253218373753755,5.76332397550066,4.197285375862478,7.892219881805652
30,0.03045086714952627,5.745678415922361,4.188758518094215,7.870508542118995
31,0.030555518474603926,5.734025819279323,4.1820297330339375,7.855596204270896
