epoch,cons_loss,ce_loss,contrast_loss,total_loss
0,0.010313794648234984,5.328221817573201,4.378215369860166,9.716750982081603
1,0.009454279758498158,5.3308823363367255,4.334409299401208,9.67474591549643
2,0.009049462881997235,5.331396957186748,4.311497504665182,9.651943924733928
3,0.008742756170956899,5.331675190798872,4.29583030445244,9.63624825142227
